tag,site,header,date,views,link,text
none-core,ria,Премьер Белоруссии оценил соглашение с Россией о технологических операциях ,2022-10-03 00:00:00,1399,https://ria.ru/20221003/subsidii-1821288239.html,"МИНСК, 3 окт – РИА Новости. Соглашение РФ и Белоруссии о признании технологических операций, осуществляемых на территории Союзного государства, позволит белорусским машиностроительным предприятиям активнее участвовать в правительственных программах субсидирования техники в РФ, заявил в понедельник премьер-министр Белоруссии Роман Головченко по итогам переговоров с главой российского правительства Михаилом Мишустиным.""Это значительно увеличит масштаб попадания наших машиностроителей в программу субсидирования техники, которая предоставляется правительством России"", - цитирует Головченко агентство Белта.""Это очень важно для попадания в российские программы субсидирования сельскохозяйственной техники. Теперь то, что сделано в Беларуси, будет считаться сделанным и в России"", - добавил белорусский премьер."
none-core,ria,Видео расстрела армянских военнопленных передали в ЕСПЧ и Международный суд ,2022-10-03 00:00:00,20777,https://ria.ru/20221003/karabakh-1821286760.html,"ЕРЕВАН, 3 сен - РИА Новости. В Европейский суд по правам человека и Международный суд ООН передано распространенное в соцсетях видео расстрела армянских военнопленных азербайджанскими военнослужащими, сообщили в аппарате представителя страны по международным правовым вопросам.""В рамках исков, поданных в Европейский суд по правам человека и Международный суд ООН по поводу защиты прав армянских военнопленных, в указанные суды передано видео убийства армянских военнослужащих, распространенное в социальных сетях 2 октября. Еще раз подчеркнут факт нарушения Азербайджаном основных прав этнических армян"", - говорится в сообщении.Ранее в соцсетях распространились видеокадры расстрела, предположительно, армянских военнопленных азербайджанскими военнослужащими. МИД Армении призвал международное сообщество усилить давление на Азербайджан и осудил новые и прошлые видеоролики, ""свидетельствующие о военных преступлениях ВС Азербайджана, внесудебных убийствах и пытках армянских военнопленных"". Кроме того, накануне спецпредставитель ЕС на Южном Кавказе Тойво Клаар сообщил, что получил видеоролики, ""вероятно, демонстрирующие военные преступления против азербайджанцев""."
none-core,ria,Украинские войска обстреляли Макеевку и Донецк ,2022-10-01 00:00:00,2483,https://ria.ru/20221001/obstrel-1820922217.html,"ДОНЕЦК, 1 окт - РИА Новости. Украинские войска обстреляли Донецк и Макеевку, выпустив девять снарядов калибром 155 миллиметров, сообщает представительство Донецкой Народной Республики в Совместном центре контроля и координации вопросов, связанных с военными преступлениями Украины.""Зафиксированы обстрелы со стороны вооруженных формирований Украины по направлениям: 23.28 (совпадает с мск) - населенный пункт Нетайлово - город Донецк (Кировский район): выпущено пять снарядов калибром 155 миллиметров; 23.30 (совпадает с мск) - населенный пункт Орловка - населенный пункт Макеевка (Червоногвардейский район): выпущено четыре снаряда калибром 155 миллиметров"", - сообщается в Telegram-канале представительства.Артиллерия калибром 155 миллиметров применяется странами НАТО. США поставили Киеву дальнобойные гаубицы M777 калибром 155 миллиметров, украинские войска активно используют их для обстрела городов Донецкой и Луганской Народных Республик. Также киевским войскам были поставлены немецкие самоходные артиллерийские установки PzH 2000, польские САУ Krab и французские САУ CAESAR, использующие снаряды такого калибра."
none-core,ria,ВСУ обстреляли Киевский и Куйбышевский районы Донецка ,2022-10-01 00:00:00,1893,https://ria.ru/20221001/dnr-1820921220.html,"ДОНЕЦК, 1 окт - РИА Новости. Украинские войска обстреляли Киевский и Куйбышевский районы Донецка, выпустив девять снарядов калибром 155 миллиметров, сообщает представительство Донецкой Народной Республики в Совместном центре контроля и координации вопросов, связанных с военными преступлениями Украины.""Зафиксированы обстрелы со стороны вооруженных формирований Украины по направлениям: 22.45 (совпадает с мск) - населенный пункт Нетайлово - город Донецк (Киевский район): выпущено четыре снаряда калибром 155 миллиметров; 22.47 (совпадает с мск) - населенный пункт Нетайлово - город Донецк (Куйбышевский район): выпущено пять снарядов калибром 155 миллиметров"", - сообщается в Telegram-канале представительства.Артиллерия калибром 155 миллиметров применяется странами НАТО. США поставили Киеву дальнобойные гаубицы M-777 калибром 155 миллиметров, украинские войска активно используют их для обстрела городов Донецкой и Луганской Народных Республик. Также киевским войскам были поставлены немецкие самоходные артиллерийские установки PzH 2000, польские САУ Krab и французские САУ CAESAR, использующие снаряды такого калибра."
none-core,ria,Дети из ДНР и ЛНР посетили Российскую государственную детскую библиотеку ,2022-10-01 00:00:00,584,https://ria.ru/20221001/deti-1820921080.html,"МОСКВА, 1 окт - РИА Новости. Около 150 детей и подростков из Донецкой и Луганской Народных Республик, находящиеся в пунктах временного размещения, расположенных в Московской, Калужской, Тульской и Владимирской областях, посетили Российскую государственную детскую библиотеку в субботу, сообщается на официальном сайте министерства культуры РФ.""Первого октября 2022 года Российскую государственную детскую библиотеку посетили около 150 детей и подростков из Донецкой и Луганской Народных Республик, которые находятся в пунктах временного размещения, расположенных в Московской, Калужской, Тульской и Владимирской областях"", - говорится в сообщении.Как отмечается на портале ведомства, для детей была проведена интерактивная экскурсия по библиотеке и устроены мастер-классы молодых художников-иллюстраторов. Театрализованную программу – урок ""Школы детских писателей"" - провели писатели Андрей Усачёв и Галина Дядина, художник-иллюстратор Евгений Антоненков и автор детских песен, композитор Александр Пинегин.Кроме того, летом 2022 года ""Первый книжный"" библиомобиль РГДБ с писателями, художниками-иллюстраторами, педагогами, психологами и специалистами по приобщению детей к чтению совершил десять выездов в пункты временного размещения детей и подростков из ДНР и ЛНР в Московской, Калужской, Тульской и Владимирской областях. Во время каждого из них были проведены интерактивные чтения, мастер-классы по созданию иллюстраций, занятия с психологами. Также в пункты временного пребывания были переданы комплекты детской и подростковой литературы – произведения классиков и современных авторов.Встречи литераторов и художников-иллюстраторов с детьми из ДНР и ЛНР, как отмечается на сайте Минкультуры РФ, проведены при поддержке Президентского фонда культурных инициатив в рамках проекта ""Первый книжный едет к детям""."
none-core,ria,Гендиректор МАГАТЭ планирует посетить Москву и Киев на следующей неделе ,2022-10-01 00:00:00,22444,https://ria.ru/20221001/magate-1820920933.html,"МОСКВА, 1 окт - РИА Новости. Генеральный директор Международного агентства по атомной энергии (МАГАТЭ) Рафаэль Гросси на следующей неделе может посетить Москву и Киев в рамках усилий по созданию зоны ядерной безопасности и защиты вокруг Запорожской АЭС, сообщается в заявлении агентства.Ранее Гросси заявлял, что защитная зона вокруг ЗАЭС должна быть создана в результате соглашения между Украиной и Россией.Запорожская АЭС расположена на левом берегу Днепра рядом с городом Энергодар. Это самая крупная по числу блоков и установленной мощности АЭС в Европе – на станции насчитывается шесть энергоблоков мощностью по 1 гигаватту. С марта она находится под охраной российских военных. В МИД РФ подчеркивали, что этот шаг является оправданным во избежание предотвращения утечек ядерных и радиоактивных материалов. Украинские военные продолжают регулярно обстреливать Энергодар и прилегающую к городу территорию Запорожской АЭС.В начале сентября на ЗАЭС прибыла миссия МАГАТЭ во главе с Гросси. Глава делегации ""Росатома"" и сотрудники ЗАЭС провели по ее территории делегацию МАГАТЭ и показали участки станции, пострадавшие при обстрелах украинских войск. Два сотрудника МАГАТЭ остались на ЗАЭС на постоянной основе. По итогам визита миссии МАГАТЭ опубликовало доклад, в котором подтвердила факт обстрелов ЗАЭС.В пятницу агентство сообщило об очередном взрыве мины возле Запорожской АЭС, который повредил низковольтный электрический кабель за периметром станции. Однако, ядерная безопасность объекта была вне угрозы,"
none-core,ria,В Берлине муж на глазах у детей убил жену-беженку с Украины ,2022-10-01 00:00:00,242707,https://ria.ru/20221001/bezhenka-1820920324.html,"БЕРЛИН, 1 окт — РИА Новости. В столице Германии в ходе ссоры мужчина убил свою супругу, которая является уроженкой Украины, как в субботу сообщила пресс-служба столичной полиции.""Согласно имеющейся на данный момент информации, пара поссорилась около 11:45 в приюте для беженцев на Волленбергерштрассе (на северо-востоке Берлина. — Прим. ред.). Мужчина напал на свою 44-летнюю жену и смертельно ранил ее"", — говорится в сообщении на сайте полиции Берлина.По данным правоохранителей, женщина является гражданкой Украины, она находилась в Германии в статусе беженки.Прибывшие на место немецкие СМИ сообщают, что ставшие свидетелями произошедшего соседи предполагают, что женщина была убита кухонным ножом.""Свидетели, слышавшие ссору, обратились в полицию. Прибывшему наряду удалось задержать 50-летнего подозреваемого недалеко от места преступления"", — пишет газета Berliner Zeitung.Также соседи видели двух детей пары, при которых, по всей вероятности, и произошло преступление. По данным полиции, несовершеннолетних передали органам опеки."
none-core,ria,Венесуэла сообщила об освобождении двух граждан страны в США ,2022-10-01 00:00:00,1026,https://ria.ru/20221001/venesuela-1820920149.html,"МЕХИКО, 1 окт - РИА Новости. Власти Венесуэлы сообщили об освобождении двух ""несправедливо заключенных"" граждан страны в США, а также освобождении по гуманитарным причинам граждан США, которые находились в заключении в боливарианской республике.""Боливарианская Республика Венесуэла желает сообщить нашему народу и международному сообществу, что в результате переговоров, проведенных с 5 марта с представителями правительства Соединенных Штатов, удалось освободить двух молодых венесуэльцев, несправедливо заключенных в тюрьму этой страны"", - говорится в коммюнике, которое распространил вице-президент Венесуэлы Альфред Насарет.Согласно тексту, венесуэльская система правосудия также приняла решение освободить по гуманитарным соображениям группу граждан Соединенных Штатов, в отношении которых велась судебная тяжба.""Боливарианское правительство Венесуэлы приветствует результаты этих переговоров и надеется на сохранение мира и согласия со всеми народами нашего региона и мира"", - сказано в сообщении.СМИ сообщали, что на переговорах в июле делегация США обсуждала в Венесуэле освобождение морского пехотинца Мэттью Хита, пяти экс-менеджеров нефтяной компании Citgo и еще двух американцев. Позднее еще трое граждан США были задержаны за нелегальный въезд в Венесуэлу.Информацию о численности и составе группы освобожденных граждан США венесуэльские власти не раскрыли."
none-core,ria,В Москве не исключили задержки наземного транспорта из-за грозы ,2022-10-01 00:00:00,10135,https://ria.ru/20221001/moskva-1820919519.html,"МОСКВА, 1 окт - РИА Новости. Локальные задержки наземного транспорта возможны в Москве из-за погодных условий, сообщается в Telegram-канале столичного департамента транспорта.""Из-за погодных условий возможны локальные задержки наземного транспорта. Некоторые маршруты могут быть оперативно изменены"", - говорится в сообщении.Как передают корреспонденты РИА Новости, в разных районах столицы идёт сильный дождь, местами с грозой."
none-core,ria,Украинские войска обстреляли Донецк ,2022-10-01 00:00:00,5707,https://ria.ru/20221001/donetsk-1820918155.html,"ДОНЕЦК, 1 окт - РИА Новости. Украинские войска обстреляли Куйбышевский и Киевский районы Донецка, выпустив пять снарядов калибром 155 миллиметров, сообщает представительство Донецкой Народной Республики в Совместном центре контроля и координации вопросов, связанных с военными преступлениями Украины.""Зафиксирован обстрел со стороны вооруженных формирований Украины по направлению: 22.18 (совпадает с мск) - населенный пункт Нетайлово - город Донецк (Куйбышевский и Киевский районы): выпущено пять снарядов калибром 155 миллиметров"", - сообщается в Telegram-канале представительства.Артиллерия калибром 155 миллиметров применяется странами НАТО. США поставили Киеву дальнобойные гаубицы M-777 калибром 155 миллиметров, украинские войска активно используют их для обстрела городов Донецкой и Луганской Народных Республик. Также киевским войскам были поставлены немецкие самоходные артиллерийские установки PzH 2000, польские САУ Krab и французские САУ CAESAR, использующие снаряды такого калибра."
none-core,ria,Источник: Ливан склонен принять предложение США по Израилю ,2022-10-01 00:00:00,20604,https://ria.ru/20221001/livan-1820917879.html,"ДОХА, 1 окт — РИА Новости. Ливан склонен принять предложение от американских посредников относительно демаркации морской границы с Израилем, которое включает в себя признание Израилем спорного месторождения Кана и отделяет морскую демаркацию от сухопутной границы, сообщили в субботу РИА Новости ливанские источники.По их словам, предстоящая встреча президента, премьера и спикера парламента Ливана состоится в президентском дворце в понедельник, 3 октября, в присутствии ливанских военных экспертов, чтобы обсудить американское предложение и объявить связанную с ним официальную позицию Ливана.Как рассказали источники, американские посредники сообщили Ливану, что израильское мини-правительство соберется в следующий понедельник, чтобы объявить о своем одобрении американского предложения"".В субботу президент Ливана Мишель Аун получил от посла США в Бейруте Дороти Шей полученный через американского посредника официальный ответ властей Израиля по поводу ливанских предложений относительно демаркации общей морской границы, включая спорные моменты разделения пограничных морских месторождений газа. После этого он провел переговоры с ливанским премьером Наджибом Микати и спикером парламента Набихом Берри, указав на необходимость как можно быстрее дать ответ Ливана. Посол США также провела в субботу переговоры со спикером ливанского парламента, представляющим шиитские политические силы страны, после чего, по информации телеканала MTV, она отметила ""позитивную реакцию ливанской стороны в ответ на письмо о разделе морских границ с Израилем""."
none-core,ria,В Анталье с начала года побывало свыше двух миллионов российских туристов ,2022-10-01 00:00:00,7848,https://ria.ru/20221001/antalya-1820917422.html,"АНКАРА, 1 окт - РИА Новости. Свыше 2 миллионов туристов из России прибыли в турецкую Анталью в январе-сентябре, рост турпотока составил 57% по сравнению с аналогичным периодом прошлого года, передает агентство Anadolu со ссылкой на управление по делам культуры и туризма провинции Анталья.""Анталья в период с 1 января по 30 сентября приняла 11 027 094 туристов. Туристическая столица Турции переживает самый оживленный период в сфере туризма после пандемии коронавируса. В регион, который славится своим теплым морем, песком, солнцем, историческими достопримечательностями, античными городами и природными красотами, стекаются туристы со всех уголков мира, что, несомненно, радует представителей туристического сектора"", - пишет агентство.Уточняется, что рост турпотока в нынешнем году составил 57% по сравнению с аналогичным периодом прошлого года.""В сентябре текущего года в Анталью прибыло 1 989 154 человека против 1 732 304 в тот же период 2021 года. Таким образом, рост турпотока в этот туристический регион в сентябре составил 15%. Наибольшее число туристов в январе-сентябре текущего года прибыло в Анталью из России – 2 339 536. Далее следуют туристы из Германии – 2 195 860 и Великобритании – 952 246. В топ-10 вошли также Польша, Нидерланды, Казахстан, Румыния, Израиль, Чехия и Дания"", - уточнило издание."
none-core,ria,Роскомнадзор ограничил доступ к музыкальному сервису SoundCloud ,2022-10-01 00:00:00,6024,https://ria.ru/20221001/roskomnadzor-1820917345.html,"МОСКВА, 1 окт - РИА Новости. Роскомнадзор по требованию Генпрокуратуры ограничил доступ к странице сайта музыкального сервиса SoundCloud, следует из реестра ведомства для проверки блокировок страниц и ресурсов в России.В качестве основания для внесения в реестр сайта указывается статья 15.3 закона ""Об информации"", которая регламентирует ограничение доступа к данным, содержащим призывы к массовым беспорядкам и участию в несанкционированных акциях, экстремизму, а также недостоверной информации.""Данная законодательная норма регламентирует порядок ограничения доступа к сайтам в сети ""Интернет"", содержащим информацию с призывами к массовым беспорядкам, осуществлению экстремистской деятельности или участию в массовых (публичных) мероприятиях, проводимых с нарушением установленного порядка, недостоверную общественно значимую информацию, распространяемую под видом достоверных сообщений"", - говорится в сообщении, приведенном на сайте реестра.""Роскомнадзор организует ограничение доступа к такой информации на основании требования генерального прокурора Российской Федерации или его заместителей"", - поясняется на сайте реестра."
none-core,ria,За сутки при обстрелах ДНР семь человек погибли и девять пострадали ,2022-10-01 00:00:00,1710,https://ria.ru/20221001/dnr-1820917196.html,"ДОНЕЦК, 1 окт - РИА Новости. Семь человек погибли, еще девять получили ранения за текущие сутки в результате обстрелов территории Донецкой Народной Республики со стороны украинских войск, заявил штаб территориальной обороны республики.""В результате преступных действий украинских боевиков сегодня на территории ДНР погибли сеть мирных жителей, еще девять получили ранения"", - сообщается в Telegram-канале штаба."
none-core,ria,"Милонов рассказал, когда вновь отправится в Донбасс ",2022-10-01 00:00:00,4618,https://ria.ru/20221001/milonov-1820916918.html,"МОСКВА, 1 окт - РИА Новости. Депутат от ""Единой России"" Виталий Милонов рассказал РИА Новости, почему приехал на послание президента, и когда вновь отправится в Донбасс.""Так удивился, увидев сообщения (где говорилось о приезде в Москву - ред.)... На послание президента приехал не только я, но еще и (первый замглавы комитета по безопасности Госдумы - ред.) Адам Делимханов… В понедельник я должен проголосовать в ГД, а потом сразу уезжаю в Донбасс. Сейчас решается вопрос о том, чтобы мы могли находиться там"", - сообщил Милонов."
none-core,ria,В Мелитополе сработала ПВО ,2022-10-01 00:00:00,10658,https://ria.ru/20221001/melitopol-1820915953.html,"МЕЛИТОПОЛЬ, 1 окт - РИА Новости. Система противовоздушной обороны сработала над Мелитополем, прозвучали три взрыва, передает корреспондент РИА Новости.Вечером в субботу, около 22.00 мск, в небе над Мелитополем раздались три взрыва, предварительно, сработала система ПВО."
none-core,ria,ВСУ обстреляли Горловку натовскими снарядами ,2022-10-01 00:00:00,1346,https://ria.ru/20221001/dnr-1820915824.html,"ДОНЕЦК, 1 окт - РИА Новости. Украинские войска обстреляли Никитовский район Горловки, выпустив четыре снаряда калибром 155 миллиметров, сообщает представительство Донецкой Народной Республики в Совместном центре контроля и координации вопросов, связанных с военными преступлениями Украины.Горловка расположена в 50 километрах севернее Донецка, в городе находятся химический концерн ""Стирол"" и угледобывающие предприятия. Горловка - один из крупнейших населенных пунктов ДНР, под контролем республики находится с 2014 года. До начала конфликта в Донбассе население Горловки насчитывало более 250 тысяч человек. Наиболее частым обстрелам здесь подвергаются расположенные на окраинах поселок Зайцево и поселки шахт имени Гагарина и ""6/7"".Артиллерия калибром 155 миллиметров применяется странами НАТО. США поставили Киеву дальнобойные гаубицы M-777 калибром 155 миллиметров, украинские войска активно используют их для обстрела городов Донецкой и Луганской Народных Республик. Также киевским войскам были поставлены немецкие самоходные артиллерийские установки PzH 2000, польские САУ Krab и французские САУ CAESAR, использующие снаряды такого калибра."
none-core,ria,В Новой Каховке сработала ПВО ,2022-10-01 00:00:00,2801,https://ria.ru/20221001/kakhovka-1820915720.html,"ХЕРСОН, 1 окт – РИА Новости. Украинские войска нанесли ракетный удар по Новой Каховке, работает российская ПВО, в воздухе прогремели два взрыва, в городе звучит сирена воздушной тревоги, сообщает администрация Новой Каховки.""Под непрерывную работу сирены в Новой Каховке работает ПВО: 2 воздушных взрыва"", - говорится в сообщении, размещенном в Telegram-канале администрации района."
none-core,ria,"Артиллеристы показали взаимодействие БПЛА и САУ ""Гиацинт"" ",2022-10-01 00:00:00,3193,https://ria.ru/20221001/artilleristy-1820915376.html,"ДОНЕЦК, 1 окт - РИА Новости. Артиллеристы 1-й Славянской бригады продолжают поражать позиции врага . РИА Новости получило видео взаимодействия БПЛА и САУ ""Гиацинт"" калибром 152 миллиметра.На предоставленных кадрах с беспилотного летательного аппарата благодаря мощному увеличению хорошо видно перемещение украинских боевиков в одном из укрепрайонов на юго-западной окраине Авдеевки. Они предприняли попытку перегнать автомобиль в более безопасное, как им казалось, место и были обнаружены оператором БПЛА. После обнаружения укрепленного пункта он был уверенно поражен несколькими выстрелами из САУ ""Гиацинт"" калибра 152 миллиметра.Гаубица отечественного производства предназначена для подавления пунктов управления, уничтожения огневых средств, оборонительных сооружений, живой силы и техники противника на расстоянии до 28 километров."
none-core,ria,Минцифры разъяснило новые правила для аккредитованых IT-компаний  ,2022-10-01 00:00:00,3311,https://ria.ru/20221001/nalog-1820915244.html,"МОСКВА, 1 окт - РИА Новости. Аккредитованным IT-компаниям нужно будет в течение месяца с момента вступления в силу нового порядка аккредитации направлять в ФНС согласие на раскрытие налоговой тайны для прохождения проверки на соответствие новым требованиям, предъявляемым к данным организациям, сообщает Минцифры РФ.Ранее в субботу кабмин РФ утвердил новые правила аккредитации IT-компаний, по которым выручка от деятельности в сфере информационных технологий должна составлять не менее 30% от общих доходов компании, а ее работники должны получать зарплату не ниже средней по стране или субъекту регистрации.""Если ваша компания уже аккредитована, то повторно подавать заявление сейчас не нужно. НО! Такой компании необходимо в течение месяца с момента вступления в силу нового порядка направить в ФНС согласие на раскрытие сведений, составляющих налоговую тайну (в целях прохождения проверки на соответствие требованиям, предъявляемым к аккредитованным IT-компаниям)"", - говорится в сообщении.В ведомстве также отметили, что ""новым положением об аккредитации предусмотрено, что в отношении в том числе уже аккредитованных организаций ежегодно до 1 июля (начиная с 2023 года) будет проводиться процедура подтверждения соответствия требованиям, предъявляемым к аккредитованным IT-компаниям, в рамках которой организациям необходимо будет предоставлять сведения о доходах от деятельности в сфере IT. Минцифры также может провести внеплановую проверку"".Также отмечается, что аккредитацию теперь смогут получить IT-стартапы, не имеющие выручки. Для этого средняя зарплата сотрудников в них должна быть не ниже средней по стране или региону, компания должна быть создана менее чем за 3 года до подачи заявления, а ее доход должен быть менее 1 миллиона рублей с момента создания. Помимо этого, стартап должен иметь профильный IT-ОКВЭД в качестве основного, а на его сайте должна быть размещена информация о реализуемой организацией деятельности в IT-сфере. При подаче документов на аккредитацию такой проект также должен быть зарегистрирован в региональном реестре стартапов в случае его наличия в субъекте."
none-core,ria,"""Известный фашист"". Немцев взбесило обращение экс-посла Украины к Берлину ",2022-10-01 00:00:00,40703,https://ria.ru/20221001/melnik-1820915043.html,"МОСКВА, 1 окт — РИА Новости. Читателей немецкого издания Die Welt возмутил призыв экс-посла Украины в Берлине Андрея Мельника отправить Киеву тяжелое вооружение, в том числе танки.Ранее украинский чиновник заявил, что Германия должна ""поставить все на военную карту"" и без промедления оснастить Украину всеми системами вооружения, включая танки ""Леопард"".Многие пользователи раскритиковали резкие слова Мельника, напомнив ему о нежелании Берлина быть втянутым в полномасштабный конфликт с Москвой.""Военная риторика вызывает у меня отвращение! Таких людей нужно отправлять на передовую!"" — поддержал его второй.""У этого человека мания величия. Федеральное правительство должно дистанцироваться от Украины"", — подчеркнул юзер.""Он будет выступать, пока не добьется наступления конца света. Какой же все-таки ненормальный"", — посетовал другой.""Мельник — известный фашист и поклонник Бандеры. Он просто хочет втянуть всех в кризис, который касается только Украины"", — резюмировал еще один пользователь.Канцлер ФРГ Олаф Шольц ранее заявил, что Берлин не собирается передавать танки Киеву, потому что это может привести к эскалации напряженности между Россией и НАТО.Россия ранее направила странам НАТО ноту из-за поставок вооружений Украине. Глава МИД РФ Сергей Лавров отмечал, что любые грузы, которые содержат вооружение для Украины, станут законной целью для России. Во внешнеполитическом ведомстве РФ заявляли, что страны НАТО ""играют с огнем"", поставляя оружие на Украину.Украинский президент Владимир Зеленский уволил Андрея Мельника с должности посла в Германии в июле. Дипломат известен своими некорректными высказываниями. Так, он не раз требовал от Берлина предоставить Киеву оружие, сравнил канцлера Германии Олафа Шольца с ""обиженной ливерной колбасой"". Позднее он выразил сожаление по поводу этих слов. На место Мельника назначили Алексея Макеева, который ранее был специальным представителем правительства по политике международных санкций."
