tag,site,header,date,views,link,text
none-core,conslutant,"Суд поддержал работодателя, который согласовал перенос отдыха из-за болезни на удобные для себя даты",2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20514/,"
 
Работодатель не обязан переносить отпуск сотрудника из-за болезни на те даты, которые тот просит. Такой вывод сделали суды. Они учли, что организация не отказала в переносе отпуска, но определила для этого период, когда выходил заменяющий сотрудник.Продлить или перенести отпуск из-за больничного поможет готовое решение. 

Документ:Определение 1-го КСОЮ от 05.07.2022 N 88-15607/2022 
"
none-core,conslutant,"Срок на возврат налоговой переплаты считают с даты подачи декларации, указала кассация",2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20357/,"
 
Организация обратилась к налоговикам за возвратом НДС. Контролеры отказали, так как налогоплательщик подал заявление несвоевременно. Спор дошел до суда. Первая инстанция и апелляция поддержали организацию: налогоплательщик подал заявление в пределах 3-летнего срока. Кассация отменила эти судебные акты:при обращении с иском в суд о возврате переплаты действуют общие правила подсчета срока исковой давности — 3 года со дня, когда лицо узнало или должно было узнать о нарушении своего права;налогоплательщик должен был узнать о переплате с даты подачи декларации. Ведь в момент ее составления и представления он мог определить налоговую обязанность и соотнести с уплаченной суммой;организация подала заявление, когда уже истекли 3 года с даты подачи декларации;то, что контролеры не сообщили налогоплательщику об остатке переплаты, когда засчитывали ее часть, не меняет дату для отсчета срока. Это верно, если подтвердили осведомленность налогоплательщика о переплате по налогу, который он обязан исчислять сам.О том, как суды считают срок на возврат переплаты в других случаях, см. обзор. 

Документ:Постановление АС Московского округа от 07.09.2022 по делу N А40-188353/2021Рекомендуем:Как вернуть переплату 
"
none-core,conslutant,"Разъяснили, что с 1 сентября от участников госзакупок не требуют выписку из реестра членов СРО",2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20508/,"
 
Минфин и Минстрой указали: с учетом поправок к ГрК РФ заказчики не вправе требовать от участников подтверждать членство в СРО документами при закупке работ:по изысканиям и проектированию;строительству, реконструкции, капремонту, сносу объектов капстроительства.Информации из единого реестра сведений о членах СРО и их обязательствах достаточно, чтобы подтвердить, отвечает ли участник условиям закупки. Если данных о нем нет в реестре, заявку отклоняют за несоответствие требованиям извещения.Напомним: с 1 сентября саморегулируемые организации не выдают выписки из реестра членов СРО. Сведения размещают в интернете.В практике уже есть пример, когда требование приложить такую выписку к заявке признали нарушением. 

Документ:Письмо Минфина России от 03.10.2022 N 24-01-07/95279 и Минстроя России от 03.10.2022 N Б0737-СИ/02Полезные ссылки:""Градостроительный кодекс Российской Федерации"" от 29.12.2004 N 190-ФЗ
(ред. от 14.07.2022)
(с изм. и ...Федеральный закон от 05.04.2013 N 44-ФЗ
(ред. от 14.07.2022)
""О контрактной системе в сфере закупок товаров ... 
"
none-core,conslutant,В Москве приняли допмеры поддержки семей мобилизованных,2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20511/,"
 
Мэр Москвы принял ряд мер соцподдержки семей граждан, которые попали под частичную мобилизацию. Это, например:единовременная матпомощь (п. 1.12 указа);организация профобучения и дополнительного профобразования супруги и детей трудоспособного возраста (п. 1.10 указа);освобождение от платы за посещение городских и муниципальных детсадов и бесплатные занятия в кружках и секциях в школах (п. п. 1.3 и 1.7 указа);бесплатные завтраки и обеды учащимся в государственных и муниципальных школах (п. 1.4 указа).Чтобы получить меры поддержки, нужно подать заявление в Центр поддержки семей мобилизованных (п. 2 указа). 

Документ:Указ Мэра Москвы от 05.10.2022 N 56-УМ 
"
none-core,conslutant,"Смягчили требования, которые касаются маркировки молочной продукции",2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20510/,"
 
С 3 октября молочную продукцию можно продавать, не дожидаясь передачи информации в систему ""Честный знак"". Передать ее нужно в течение 3 рабочих дней с момента приемки партии маркированной продукции. Послабление действует по 31 мая 2025 года включительно.С 1 июня 2025 года сведения в систему нужно подавать в тот же срок, но не позднее дня передачи товара третьим лицам. Другими словами, нельзя будет продать товар, а потом передать информацию. 

Документ:Постановление Правительства РФ от 30.09.2022 N 1733Полезная ссылка:Постановление Правительства РФ от 15.12.2020 N 2099
(ред. от 22.04.2022)
""Об утверждении Правил маркировки ... 
"
none-core,conslutant,При госзакупках одноразовых медизделий из пластика НМЦК станут рассчитывать иначе,2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20509/,"
 
14 октября вступят в силу поправки к порядку определения НМЦК при закупках медизделий.С этой даты действие порядка распространят на закупки одноразовых пластиковых медизделий из правительственного перечня. 

Документ:Приказ Минздрава России от 05.08.2022 N 531нПолезные ссылки:Приказ Минздрава России от 15.05.2020 N 450н
""Об утверждении порядка определения начальной (максимальной) ...Постановление Правительства РФ от 05.02.2015 N 102
(ред. от 08.07.2022)
""Об ограничениях и условиях допуска ... 
"
none-core,conslutant,С 10 октября начнут применять новые ограничения на международные автоперевозки по России,2022-10-05 00:00:00,,https://www.consultant.ru/legalnews/20494/,"
 
До конца года правительство установило запрет на перемещение грузов по территории РФ автотранспортом иностранных перевозчиков. Речь идет о тех, кто зарегистрирован в странах, которые ввели в отношении российских граждан и юрлиц ограничения в сфере автоперевозок.Запрет касается следующих перевозок:двусторонних;транзитных;с территории или на территорию третьего государства.В постановлении есть ряд исключений. В частности, запрет не коснется:международных перевозок ряда товаров из специального перечня;почты;транзита при определенных условиях;ввоза товаров на территорию Калининградской области или вывоза с нее. 

Документ:Постановление Правительства РФ от 30.09.2022 N 1728 
"
none-core,conslutant,Проект об эксперименте по онлайн-продаже рецептурных лекарств прошел Госдуму,2022-10-04 00:00:00,,https://www.consultant.ru/legalnews/20504/,"
 
С 1 марта 2023 года до 1 марта 2026 года в Москве, Московской и Белгородской областях пройдет эксперимент по розничной торговле рецептурными препаратами через интернет. Порядок продажи будет регулировать новая ст. 55.1 Закона об обращении лекарств. Госдума приняла проект во втором и третьем чтениях.Органы исполнительной власти регионов отберут участников эксперимента (пп. 2 п. 6 ст. 55.1). Медорганизации и аптеки вправе отказаться от участия (п. 7 ст. 55.1).Минздрав определит перечень лекарств для онлайн-торговли. Правительство установит критерии для включения препаратов в него (п. 2 ст. 55.1). При этом запретят интернет-продажу, например:лекарств, которые содержат наркотики, психотропные вещества или их прекурсоры;радиофармацевтических и иммунобиологических препаратов;лекарств, которые нужно хранить при температуре ниже 15°C.Аптеки будут следить, чтобы препарат доставили тому, кому врач выписал рецепт (его законному представителю), либо уполномоченному им лицу (п. 8 ст. 55.1). Это лицо должно расписаться в документе о получении (его форму утвердит Минздрав). Такой бланк курьер передаст в аптеку (п. 10 ст. 55.1). Если гражданин не предъявит курьеру паспорт или данные получателя не совпадут с данными в рецепте, лекарство вернут в аптеку (п. 9 ст. 55.1). Возврат будет и в случае, когда получатель выявит механическое повреждение препарата либо его упаковки (п. 10 ст. 55.1). 

Документ:Проект Федерального закона N 173061-8 
"
none-core,conslutant,Утвердили новую форму согласия на медико-социальную экспертизу,2022-10-04 00:00:00,,https://www.consultant.ru/legalnews/20503/,"
 
С 14 октября медорганизации должны оформлять согласие на медико-социальную экспертизу по единой форме. Сейчас 2 согласия: на направление на экспертизу (применяют клиники) и на ее проведение (используют бюро МСЭ).В новой форме пациент может указать:желает ли присутствовать на экспертизе;как ему сообщить о дате и времени экспертизы (по телефону, заказным письмом или через Госуслуги).Уведомление через Госуслуги станет доступно с 1 февраля 2023 года. Клиники будут применять этот способ при технической возможности. 

Документы:Приказ Минздрава России от 07.06.2022 N 385нПриказ Минтруда России от 25.07.2022 N 426нПолезные ссылки:Приказ Минтруда России от 27.05.2019 N 355н
""Об утверждении формы согласия гражданина на проведение медико-социальной ...Приказ Минздрава России от 02.02.2021 N 39н
""Об утверждении формы согласия гражданина на направление ... 
"
none-core,conslutant,Хотят изменить ряд правил в госзакупках и закупках отдельных видов юрлиц из-за мобилизации,2022-10-04 00:00:00,,https://www.consultant.ru/legalnews/20502/,"
 Среди прочего предложили ввести новый случай для корректировки госконтракта из-за непредвиденных обстоятельств. По Законам N 44-ФЗ и 223-ФЗ планируют уточнить правила ведения РНП. Подробнее читайте в обзоре. 
Изменение госконтракта из-за непредвиденных обстоятельствПланируют, что по спецнорме стороны по согласию смогут менять существенные условия контракта для федеральных нужд, если из-за мобилизации в РФ его нельзя исполнить (п. 1 проекта постановления).Высшим исполнительным органам субъектов РФ, местным администрациям хотят дать рекомендацию принять меры по обеспечению возможности менять контракты, которые нельзя исполнить по указанной причине (п. 2 проекта постановления).Напомним: корректировка по спецоснованию возможна при соблюдении ряда условий. Одно из них — решение соответствующего органа власти.РНПВ правилах ведения РНП по Закону N 223-ФЗ хотят уточнить, что в реестр не станут включать данные об участнике, который уклонился от подписания договора, или поставщике, который не исполнил обязательства по нему из-за форс-мажора. Речь идет в том числе о мобилизации в РФ (пп. ""б"" и ""в"" п. 1 проекта изменений).Предложили скорректировать и правила ведения реестра по Закону N 44-ФЗ. Так, в РНП не станут включать сведения об участнике закупки, если он не подписал контракт в том числе из-за мобилизации в РФ (пп. ""а"" и абз. 5 пп. ""б"" п. 5 проекта изменений).Списание неустоек в госзакупкахПланируют, что заказчики станут списывать неустойки за неисполнение либо ненадлежащее исполнение контракта по правилам Постановления Правительства РФ N 783, в том числе если (п. 3 проекта изменений):обязательства не исполнили полностью из-за мобилизации в РФ;есть письменное обоснование невозможности исполнить контракт по этой причине. Подтверждающие документы надо приложить к обоснованию (при их наличии);есть акт приемки либо иной документ, который доказывает исполнение обязательств по контракту (если оно было).Начисленные и неуплаченные неустойки спишут полностью.Общественное обсуждение завершат 17 октября. 

Документ:Проект постановления Правительства РФПолезные ссылки:Постановление Правительства РФ от 30.06.2021 N 1078
(ред. от 21.03.2022)
""О порядке ведения реестра недобросовестных ...Постановление Правительства РФ от 04.07.2018 N 783
(ред. от 23.03.2022)
""О списании начисленных поставщику ...Федеральный закон от 05.04.2013 N 44-ФЗ
(ред. от 14.07.2022)
""О контрактной системе в сфере закупок товаров ...Постановление Правительства РФ от 22.11.2012 N 1211
(ред. от 09.08.2022)
""О ведении реестра недобросовестных ... 
"
none-core,conslutant,"Сделка в нарушение Закона N 44-ФЗ сама по себе не означает антиконкурентное соглашение, решил суд",2022-09-30 00:00:00,,https://www.consultant.ru/legalnews/20458/,"
 
В феврале стороны расторгли контракт на ремонт и содержание автодорог. Ситуацию признали чрезвычайной, поскольку зимой без таких работ дороги нельзя было бы эксплуатировать. Пока проводили новые торги, заказчик заключил сделку с едпоставщиком.Контролеры увидели в этом антиконкурентное соглашение. Они решили, что оснований для закупки у едпоставщика не было.Три инстанции решили иначе и поддержали заказчика:сделка с едпоставщиком была вынужденной и временной. Ее заключили зимой из-за низких температур и обилия снега. Пока она действовала, провели торги и выбрали нового подрядчика;контролеры верно установили, что оснований для закупки у едпоставщика не было — режим ЧС не вводили, заказчик мог предвидеть ситуацию. Однако они не подтвердили наличие антиконкурентного соглашения и его последствий. Факт прямой сделки в нарушение Закона N 44-ФЗ сам по себе этого не доказывает.ВС РФ не стал пересматривать дело. 

Документ:Определение ВС РФ от 22.09.2022 N 304-ЭС22-16400 
"
none-core,conslutant,Ограничения по переводу денег и выводу их за рубеж продлили на полгода,2022-09-30 00:00:00,,https://www.consultant.ru/legalnews/20455/,"
 
ЦБ РФ для поддержания финансовой стабильности продлил до конца марта 2023 года ограничения:на переводы за рубеж средств нерезидентов из недружественных стран со счетов, открытых у российских брокеров и доверительных управляющих. Это касается как физлиц, так и организаций;на вывод денег за рубеж.Напомним: сейчас для граждан России и дружественных стран есть лимиты в 1 млн долл. США на перевод в течение месяца на любые счета в зарубежных банках и в 10 тыс. долларов США (эквивалент в другой иностранной валюте) — по системам денежных переводов. Физлица-нерезиденты, которые работают в России, могут перевести за границу зарплату независимо от того, из какой они страны. Организациям из недружественных стран и не работающим в РФ физлицам-нерезидентам из этих же государств запрещены переводы за рубеж. 

Документы:Информация Банка России от 29.09.2022Информация Банка России от 29.09.2022 
"
none-core,conslutant,Самозанятым планируют оплачивать больничные,2022-09-30 00:00:00,,https://www.consultant.ru/legalnews/20454/,"
 
Минтруд представил модель добровольного социального страхования самозанятых. Предполагают такие параметры:размер ежемесячного взноса зависит от базового страхуемого дохода. На 2023 год это 32 484 руб. Ежемесячно нужно платить 1 247 руб.;выплата по больничному зависит от периода уплаты взносов и стажа, в т.ч. по трудовому договору в прошлом. Например, если в первый год самозанятый платит взносы от 6 до 12 месяцев и имеет стаж более 8 лет, выплатят 22,7 тыс. в месяц;если долго не пользоваться выплатами, ежемесячный взнос снижают. Например, после 18 месяцев без страховых случаев применяют коэффициент 0,9;больничные дают при заболевании, уходе за больным членом семьи, карантине, лечении в санатории после стационара и в других случаях.Подключиться к программе можно будет через приложение ""Мой налог"", а взносы перечислять автоплатежами. 

Документ:Информация Минтруда России от 29.09.2022 
"
