tag,site,header,date,views,link,text
none-core,ria,На окраине Донецка прогремели взрывы ,2022-10-09,2125,https://ria.ru/20221009/donetsk-1822567387.html,"ДОНЕЦК, 9 окт – РИА Новости. Звуки взрывов артиллерийских снарядов слышны на северной окраине Донецка, передает корреспондент РИА Новости.Также сюда доносятся звуки стрелкового боя.По сообщению штаба территориальной обороны ДНР, в результате обстрела украинскими боевиками Киевского района Донецка получили повреждения многоквартирные дома на улице Собинова.Представительство ДНР в СЦКК уточнило, что три снаряда ""натовского"" калибра 155 миллиметров выпущены по Куйбышевскому району Донецка, еще три - по Ясиноватой, и еще четыре - по Кировскому району Макеевки. Один снаряд калибром 155 миллиметров выпущен по Киевскому району Донецка. По поселку шахты имени Гагарина в Горловке выпущено пять снарядов калибром 152 миллиметра.Артиллерия калибром 155 миллиметров применяется странами НАТО. США поставили Киеву дальнобойные гаубицы M-777 калибром 155 миллиметров, украинские войска активно используют их для обстрела городов Донецкой и Луганской народных республик. Также киевским войскам были поставлены немецкие самоходные артиллерийские установки PzH 2000, польские САУ Krab и французские САУ CAESAR, использующие снаряды такого калибра."
none-core,ria,В Москве в этом году отремонтировали более 14 тысяч подъездов домов ,2022-10-09,710,https://ria.ru/20221009/remont-1822566418.html,"МОСКВА, 9 окт - РИА Новости. Специалисты столичного комплекса городского хозяйства отремонтировали более 14 тысяч подъездов многоквартирных жилых домов в этом году, сообщил журналистам заммэра Москвы по вопросам ЖКХ и благоустройства Петр Бирюков.""Содержанию подъездов жилых домов в нормативном состоянии уделяется особое внимание, в этом году прошли работы в более чем 14 тысяч подъездах. Больше всего подъездов отремонтировали в Восточном, Северо-Западном, Западном и Северном административных округах"", - заявил Бирюков.Он подчеркнул, что в столице сформирован единый подход к проведению текущего ремонта подъездов.""В обязательный перечень работ входит покраска входных групп, потолков и стен. В некоторых холлах и тамбурах при необходимости ремонтируем оконные и дверные блоки, перила и ступени, меняем таблички этажности и осветительные приборы"", - рассказал заммэра.Бирюков отметил, что о датах начала ремонта жителей предупреждают заранее, соответствующая информация размещается на информационных стендах и в местах общего пользования."
none-core,ria,На Камчатке проводили первую группу мобилизованных ,2022-10-09,1985,https://ria.ru/20221009/mobilizatsiya-1822566148.html,"ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ, 9 окт - РИА Новости. Первая группа мобилизованных жителей Камчатки отправилась к месту службы, сообщил губернатор Камчатского края Владимир Солодов.""Проводили наших бойцов в Москву. Оттуда они будут перенаправлены в Ростов-на Дону и далее к месту службы"", — написал Солодов в своем Telegram-канале.Солодов добавил, что улетевшие мужчины ""сделали правильный и одновременно трудный, благородный выбор, решив встать на защиту Родины"".""Мы в свою очередь не останемся в стороне и будем оказывать все необходимые меры поддержки родственникам мобилизованных"", — сказал губернатор.В России указом президента с 21 сентября объявлена частичная мобилизация. По словам министра обороны Сергея Шойгу, она нужна для контроля линии соприкосновения в 1 тысячу километров и освобожденных территорий на Украине. В ходе мобилизации будут призваны в общей сложности 300 тысяч резервистов, это чуть более 1% от общего мобилизационного ресурса РФ."
none-core,ria,Кандидат на пост президента Казахстана приступает к сбору подписей ,2022-10-09,2123,https://ria.ru/20221009/kazakhstan-1822563571.html,"АЛМА-АТА, 9 окт - РИА Новости. Центральная избирательная комиссия (ЦИК) Казахстана на заседании в воскресенье приняла решение о соответствии председателя комитета агропромышленного комплекса президиума национальной палаты предпринимателей Казахстана ""Атамекен"" Жигули Дайрабаева требованиям, предъявляемым к кандидатам, которые баллотируются на предстоящие выборы главы государства.""Центральной избирательной комиссией установлено, что кандидат в президенты Дайрабаев Жигули Молдакалыкович соответствует требованиям, предъявленным к нему конституцией и конституционным законом ""О выборах в Республике Казахстан"", - сказал глава ЦИК Нурлан Абдиров.Кандидат в президенты Казахстана должен быть гражданином республики по рождению, проживающим на территории Казахстана последние 15 лет, имеющим высшее образование. Кандидат должен быть не моложе 40 лет, обладать активным избирательным правом, иметь опыт работы на государственной службе или на выборных должностях не менее пяти лет и свободно владеть государственным языком.В соответствии с постановлением ЦИК, Дайрабаеву будут выданы листы для сбора подписей в его поддержку. ЦИК ранее сообщал, что для регистрации кандидата в президенты за него должно быть собрано не менее 118 273 достоверных подписи избирателей. Этап регистрации кандидатов завершится 21 октября.Внеочередные президентские выборы состоятся в Казахстане 20 ноября.Кандидатуру 67-летнего Дайрабаева для участия в выборах президента выдвинула партия ""Ауыл"" (Село).По состоянию на воскресенье документы в ЦИК для регистрации в качестве кандидатов подали шесть претендентов на пост президента. Помимо Дайрабаева на пост главы государства претендуют действующий президент Касым-Жомарт Токаев, руководитель института экономических исследований международного научного комплекса ""Астана"" Мейрам Кажыкен, глава астанинского филиала оппозиционной Общенациональной социал-демократической партии (ОСДП) Нурлан Ауесбаев, общественный деятель Каракат Абден и бывший депутат мажилиса (нижней палаты парламента) Казахстана Нуржан Альтаев."
none-core,ria,Трамп призвал немедленно начать переговоры по Украине ,2022-10-09,24099,https://ria.ru/20221009/tramp-1822564127.html,"МОСКВА, 9 окт - РИА Новости. Экс-президент США Дональд Трамп призвал все стороны конфликта на Украине как можно быстрее сесть за стол переговоров. Об этом он заявил во время выступления перед сторонниками в штате Невада. ""И сейчас мы имеем (конфликт) между Россией и Украиной. <...> Мы должны (прийти) к незамедлительным переговорам о мирном завершении войны..."", — сказал он. В противном случае, добавил Трамп, мир ждет третья мировая.В Кремле 30 сентября прошло подписание договоров о принятии в состав России Донецкой и Луганской народных республик, Запорожской и Херсонской областей. В ходе церемонии президент Владимир Путин заявил, что Москва призывает киевский режим немедленно прекратить все боевые действия и вернуться за стол переговоров. Украинский лидер Владимир Зеленский, в свою очередь, позднее отказался вести диалог с Путины."
none-core,ria,Зимбабве хочет открыть прямое авиасообщение с Россией ,2022-10-09,1314,https://ria.ru/20221009/zimbabve-1822563436.html,"МОСКВА, 9 окт - РИА Новости. Зимбабве настроено на открытие прямого авиасообщения с Россией, заявил РИА Новости Спикер нацсобрания парламента Республики Джейкоб Муденда.""Мы работаем над этим. Мы бы приветствовали, если российская авиакомпания выполняла рейсы в Зимбабве, и когда у нас будет соответствующее авиационное оборудование, мы бы тоже хотели планировать ответные рейсы. Но все это требует тщательной проработки на двустороннем уровне, министерствами туризма и, конечно же, министрами транспорта"", - сказал Муденда.""Мы настроены на то, чтобы работа в этом направлении велась, чтобы она была ускорена, чтобы авиакомпании начали бы предметное взаимодействие"", - отметил он."
none-core,ria,В ЛДПР предложили создать в России Агентство по делам одиночества ,2022-10-09,2331,https://ria.ru/20221009/odinochestvo-1822562307.html,"МОСКВА, 9 окт - РИА Новости. Первый замглавы фракции ЛДПР в Госдуме и зампред комитета по охране здоровья Сергей Леонов предложил создать Агентство по делам одиночества для организации психологической помощи гражданам, об этом он сообщил РИА Новости.""Мы считаем одной из важных задач развитие инструментов психологической помощи гражданам. Для организации этой работы необходимо создать Агентство по делам одиночества. Подобная должность уже существует в Великобритании и Японии. Их задача - разрабатывать программы психологической поддержки граждан"", - рассказал Леонов.В России, по данным Минздрава, более 5 миллионов человек страдают расстройствами психики, отметил парламентарий. Тяжелые формы имеются лишь у малой доли, но и бессонница, депрессия, рассредоточенность - это ненормальное состояние психики, отметил Леонов.""Основным провокатором таких состояний является патологическое одиночество, свойственное жителям больших городов, живущих в ритме офис-телевизор перед сном... Поэтому первичная психологическая помощь должна стать общедоступной, т.е. главное - избавиться от негативных ассоциаций. Сегодня человек, обратившийся в кабинет психотерапевта, совершенно незаслуженно вызывает у окружающих необоснованную тревогу и чуть ли не осуждение"", - добавил парламентарий."
none-core,ria,"Взрыв в Крыму угрожает безопасности, пишут китайские СМИ  ",2022-10-09,8982,https://ria.ru/20221009/krym-1822561607.html,"ПЕКИН, 9 окт – РИА Новости. Взрыв на Крымском мосту, произошедший менее чем через месяц после терактов на ""Северных потоках"", открывает ""ящик Пандоры"" в плане уничтожения гражданской инфраструктуры - весь мир будет вынужден столкнуться с растущими угрозами безопасности, считают китайские эксперты, мнение которых приводит китайская государственная газета Global Times.В субботу Национальный антитеррористический комитет (НАК) сообщил, что на Крымском мосту ранним утром 8 октября произошел подрыв грузового автомобиля, повлекший возгорание семи топливных цистерн железнодорожного состава. Произошло частичное обрушение двух автомобильных пролетов моста. Арка над его судоходной частью не повреждена, указали в НАК. По предварительным данным СК РФ, в результате взрыва погибли три человека.По мнению научного сотрудника Центра изучения России Восточно-китайского педагогического университета Цуй Хэна, повреждение Крымского моста и диверсия на ""Северных потоках"" - это действия, ""окрашенные терроризмом"", которые являются признаком того, что ""соответствующие стороны нарушают правила и игнорируют военную этику, что ведет к дальнейшей эскалации конфликта"".""В краткосрочной перспективе конфликт будет обостряться, а враждебность между обеими странами достигнет предела. С более широкой точки зрения, как только диверсии на базовой инфраструктуре станут нормой в этом конфликте, весь мир столкнется с растущими рисками безопасности"", - сказал Цуй Хэн.Издание, резюмируя мнения экспертов, отмечает, что взрыв на Крымском мосту ""открывает ящик Пандоры по уничтожению гражданской и ключевой инфраструктуры"".Научный сотрудник Института России, Восточной Европы и Центральной Азии Китайской академии общественных наук Ван Сяоцюань полагает, что влияние повреждения моста на ход конфликта будет ""довольно ограниченным"", так как материально-техническое обеспечение и транспортировка сил для сухопутных войск России осуществляется не с полуострова."
none-core,ria,В Австрии начались президентские выборы  ,2022-10-09,5788,https://ria.ru/20221009/avstriya-1822561394.html,"ВЕНА, 9 окт - РИА Новости. Избирательные участки открылись в Вене в рамках выборов президента Австрии.Начало работы избирательных участков в девяти федеральных землях Австрии определено местным законодательством. Однако все участки будут закрыты одновременно - в 17.00 (18.00 мск).Президентом может быть избран любой гражданин Австрии, обладающий избирательным правом и достигший 35 лет. В свою поддержку он должен собрать не менее 6 тысяч подписей избирателей. Победу одерживает кандидат, который в первом туре наберет абсолютное большинство голосов. Если лидера нет, проходит второй тур голосования, в котором встречаются два претендента, набравшие наибольшее количество голосов в первом туре.Из семи кандидатов, допущенных к нынешним выборам, по данным соцопросов, наибольшие шансы имеет действующий глава государства, 78-летний Александер Ван дер Беллен. За него, по разным данным, готовы проголосовать более 50% избирателей, что привело бы к победе кандидата в первом туре.Выборы президента проводятся в Австрии раз в шесть лет. Переизбрание действующего лидера на повторный срок допускается один раз. Глава государства выполняет преимущественно представительские функции. Президент назначает канцлера и по его предложению - министров и членов кабинета, имеет право отправить правительство в отставку и распустить Национальный совет (парламент) или ландтаги (земельные парламенты). Президент также является верховным главнокомандующим вооруженными силами Австрии. Он может быть отстранен от должности на основании решения общенационального референдума."
none-core,ria,Нобелевский комитет упустил возможность промолчать ,2022-10-09,8706,https://ria.ru/20221009/premiya-1822480437.html,"Нобелевская неделя — 2022 в очередной раз подтвердила правоту слов, сказанных еще в XVII веке: ""Если бы геометрические теоремы затрагивали частные интересы, из-за них бы велись войны"". А если даже не войны, то по крайней мере нервные словопрения.Действительно, премии по физике, химии, биологии/медицине вызывают к себе благожелательное и почтительное отношение. Если не все понимают, о чем идет речь, обозреватели популярно разъясняют, в чем значение новейших открытий в области истории человеческого генома или химических клик-реакций. Как это обогащает наши познания о мироздании и как это может быть применено в народном хозяйстве.Дрязги бывают и здесь — например, о приоритете, но они довольно редки и не портят общую благостную картину. А звание ""нобелевский лауреат по физике (химии, биологии)"" и до сего дня является почетным. Маститый ученый, понимаешь.Но только мы отходим от естественных наук и переходим в иные сферы, картина меняется диаметрально. Премия по экономике (кроме того, что это не совсем Нобелевская премия — она была учреждена лишь в 1968 году и в завещании Нобеля не обозначена) вызывает к себе скорее безразличное отношение. Во-первых, потому, что это чистая игра в бисер, раздел теории игр — и не более. Во-вторых, что более важно, применение этой премии в народном хозяйстве близко к нулю. Как минимум с 2008 года мировую экономику сильно корежит, и чем далее, тем сильнее, а маститые лауреаты все играют в теорию игр, и близко не касаясь того, что же все-таки происходит и чем сердце успокоится.Премия по литературе в лучшем случае совсем никого не волнует, не греет, не заражает — как, например, премия этого года, присужденная французской писательнице Анни Эрно, о существовании которой 99,99% читателей впервые узнали из нобелевского релиза. Либо вызывает в памяти мрачные времена культа личности, когда Сталинскую премию 1948 года дали за произведение С. П. Бабаевского ""Кавалер Золотой Звезды"" — сейчас и роман, и его автор полностью забыты, но в 1949 году жюри было прельщено невыносимой идеологической правильностью. Премия 2015 года, врученная С. А. Алексиевич, на той же линии. Секретарская литература (впрочем, обязательно ""идеалистического направления"", как завещал Нобель) ценима и в Стокгольме.Но все это мелочи по сравнению с Нобелевской премией мира. Нобелевский институт в Осло давно уже проявляет замечательное умение натягивать сову на глобус, т. е. объявлять лауреатов, никак не соответствующих первоначальному завещанию. Которое гласит: ""Тому, кто внесет весомый вклад в сплочение народов, ликвидацию или сокращение численности постоянных армий или в развитие мирных инициатив"".Пример того, как сплачивать народы и сокращать численность постоянных армий, дают лауреаты премии 2022 года — глава белорусского правозащитного центра ""Весна"" А. В. Беляцкий, российская общественная организация ""Мемориал""* и украинский ""Центр гражданских свобод"". Они удостоены награды за то, что ""представляют гражданское общество в своих странах"". А именно: ""Они на протяжении многих лет продвигали право критиковать власть и защищать основные права граждан. Они приложили выдающиеся усилия, чтобы задокументировать военные преступления, нарушения прав человека и злоупотребления властью. Вместе они демонстрируют важность гражданского общества для мира и демократии"".Когда бы норвежский институт следовал рекомендации Бонапарта ""Да-да, пишите так, чтобы было кратко и неясно"", достаточно было бы указать, что лауреаты ""представляют гражданское общество в своих странах"", не конкретизируя, как именно и в каком качестве они его представляют. Ведь гражданское общество что дышло, куда поворотил, туда и вышло, записать в его представителей можно кого угодно. Хоть секту Христа-Виссариона.Но в Осло решили описать все подробно. Вплоть до указания ""Они приложили выдающиеся усилия, чтобы задокументировать военные преступления и нарушения прав человека"".Если брать период с 2014 по 2022 год, преступлений и нарушений было довольно много. Но ""выдающиеся усилия"" были несколько однобокими. В составленной ""Центром громадяньских свобод"" хронике его деятельности за 2014-2015 годы есть ""передача в Международный уголовный суд представления со свидетельствами о преступлениях против человечности, совершенных режимом Януковича во время Евромайдана 2013-2014 годов"", но нету ни слова, ни полслова об одесской гекатомбе 2 мая 2014 года и об убийстве Олеся Бузины в апреле 2015-го. Что же там свидетельствовать и что документировать? Это же не вопиющие к небу злодеяния кровавого Януковича.Точно так же обстрелы гражданского населения в Донбассе, разбрасывание мин ""Лепесток"" в жилых кварталах, деяния батальона ""Азов""** в Мариуполе не подлежат документации. Или вообще не подлежат — без объяснений и упоминаний, как это наблюдается с ""Центром громадяньских свобод"", или не подлежат потому, как в случае с ""Мемориалом""*, что нет достоверной информации. Ибо достоверна лишь та информация, которая идет из Киева. Свидетельства из иных мест доверия не заслуживают.Все это производит довольно жалкое впечатление. Впрочем, есть и такое мнение: ""Хорошо хотя бы то, что премию мира не дали Зеленскому и Навальному"". Хотя близко к тому было, но предпочли дать забытым или даже вовсе неведомым громадянам. Вероятно, Зеленский поставлен в список 2023 года.Между тем у Норвежского нобелевского института была превосходная возможность промолчать. В 1914-1918 и 1939-1943 годах премию мира не давали, сделав исключение только для Международного комитета Красного Креста (1917-й и 1944 год). Что логично.Кто в 1914-1918 и 1939-1943 годах вносил весомый вклад в сплочение народов, ликвидацию или сокращение численности армий либо в развитие мирных инициатив? Никто. И такой случай был предусмотрен уставом Нобелевского фонда, ""если ни одна рассматриваемая деятельность претендентов не окажется достаточно значимой"".В 2022-м сплочение народов и сокращение численности армий — примерно как в 1914 году.Ничто не мешало — как и в предыдущие тяжкие эпохи — с горечью признать, что пацифизм потерпел поражение, и отложить присуждение пацифистской премии до более благоприятных времен. Это избавило бы Нобелевский комитет от многих неудобств.* Организация признана иностранным агентом в России и ликвидирована.** Террористическая организация, запрещенная в России."
